match_id,team_a,team_b,winner,match_score,game_scores,mvp
1088330505108062245,Gr,MRC,Gr,1-0,4:4 | 6:3 | 4:4,Gr_Jin
1088641555194970129,DOU5,Wolves,Wolves,1-1,2:6 | 4:4 | 5:3,Wolves_Jelly
1088672633605586944,ACT,MRC,ACT,2-1,7:2 | 3:6 | 8:1,ACT_Gougou
1088706684105261073,FPX.ZQ,Gr,Gr,0-2,3:6 | 4:4 | 2:6,Gr_Jin
1089010772047036424,WBG,TE,WBG,2-0,5:3 | 4:4 | 7:2,WBG_Nle
1089045393823498256,ACT,Wolves,Wolves,1-2,7:2 | 2:7 | 2:7,Wolves_DKing
1089076072724561929,GG,GW,GG,2-1,5:3 | 3:5 | 5:3,GG_kucao
1090868731978973185,FPX.ZQ,ACT,FPX.ZQ,1-0,4:4 | 5:5 | 8:1,FPX.ZQ_DongX
1090902262768730118,GW,WBG,WBG,0-2,2:6 | 4:4 | 3:6,WBG_Nle
1090936029792174097,MRC,GG,MRC,2-1,5:3 | 2:7 | 5:3,MRC_XC
1091238936696586274,TE,GW,TE,1-1,3:6 | 8:1 | 4:4,TE_ppei
1091271359366955024,ACT,GG,ACT,2-1,5:3 | 2:6 | 7:2,ACT_zz9
1091302884423761941,DOU5,WBG,DOU5,1-0,4:4 | 4:4 | 7:2,DOU5_mhxm
1091611121350082569,Wolves,FPX.ZQ,Wolves,1-0,7:2 | 5:5 | 4:4,Wolves_ChoAi
1091633154560622617,MRC,DOU5,DOU5,0-2,3:5 | 2:7,DOU5_mhxm
1091667140607475718,Gr,TE,Gr,1-1,3:5 | 4:4 | 7:2,Gr_Jin
1093464902283034629,DOU5,ACT,DOU5,1-0,4:4 | 7:2 | 4:4,DOU5_mhxm
1093499700116455447,GW,Wolves,Wolves,0-2,3:6 | 4:4 | 1:8,Wolves_487
1093521776232628229,GG,FPX.ZQ,FPX.ZQ,0-2,3:5 | 2:7,FPX.ZQ_DongX
1093826761851928582,MRC,WBG,MRC,2-0,5:3 | 8:1,MRC_BaiLu
1093859536721149958,Gr,GW,Gr,1-0,7:2 | 4:4 | 4:4,Gr_Jin
1093891186381291523,ACT,TE,TE,1-2,1:8 | 6:2 | 3:5,TE_YangY
1094207772676849672,Gr,WBG,WBG,1-1,6:3 | 4:4 | 2:7,WBG_Nle
1094240431637528596,DOU5,TE,DOU5,1-1,7:2 | 3:5 | 4:4,DOU5_mhxm
1094272141368492050,GG,Wolves,Wolves,0-1,4:4 | 4:4 | 2:7,Wolves_487
1096055119704752145,ACT,GW,ACT,2-0,7:2 | 5:3,ACT_zz9
1096086610438520885,GG,DOU5,GG,1-1,6:3 | 4:4 | 3:5,GG_Qiu
1096117985194541064,WBG,Wolves,WBG,1-1,6:3 | 4:4 | 3:5,WBG_Persica
1096436422621003792,Gr,DOU5,Gr,2-1,6:3 | 2:6 | 6:3,Gr_Jin
1096468278391341061,FPX.ZQ,GW,GW,0-2,4:4 | 1:8 | 3:6,GW_tzym
1096500769853538358,TE,MRC,MRC,1-1,5:5 | 6:3 | 2:6,MRC_BaiLu
1096795889947639811,Wolves,Gr,Wolves,2-0,5:3 | 5:3,Wolves_Jelly
1096837697149861929,GG,WBG,WBG,1-2,2:7 | 4:4 | 7:2 | 3:5,WBG_Nle
1096871202179252242,FPX.ZQ,MRC,FPX.ZQ,1-1,4:4 | 3:5 | 6:2,FPX.ZQ_lin
1098293965898121240,MRC,Wolves,Wolves,0-2,3:5 | 4:4 | 3:6,Wolves_xmx
1098326062209695779,WBG,ACT,WBG,2-0,4:4 | 7:2 | 10:0,WBG_Nle
1098370051295150089,FPX.ZQ,DOU5,FPX.ZQ,1-0,4:4 | 4:4 | 4:4 | 5:3,FPX.ZQ_SanS
1098659136917209089,Gr,GG,Gr,1-0,7:2 | 4:4 | 4:4,Gr_AK
1098691203168206866,MRC,GW,MRC,1-1,4:4 | 3:5 | 6:2,MRC_HuaC
1098727087612624950,TE,Wolves,Wolves,0-2,4:4 | 3:6 | 3:5,Wolves_487
1099030982318620690,FPX.ZQ,WBG,WBG,1-1,4:4 | 1:8 | 6:3,WBG_Nle
1099066566126862345,GG,TE,TE,0-2,4:4 | 3:5 | 3:5,TE_Maom
1099086103949869113,ACT,Gr,ACT,2-0,8:1 | 7:2,ACT_9u
1099422271031738390,TE,DOU5,TE,3-1,3:5 | 4:4 | 6:2 | 5:3 | 7:2,TE_ppei
1099463910722895912,FPX.ZQ,GG,GG,0-2,4:4 | 2:7 | 4:4 | 3:5,GG_xawm
