match_id,team_a,team_b,winner,match_score,game_scores,mvp
1130283926052405254,TE,FPX.ZQ,TE,1-1,6:3 | 3:5 | 4:4,TE_suda
1130565237777367046,MRC,Gr,MRC,2-0,7:2 | 5:3,MRC_BaiLu
1130599245355679751,DOU5,Wolves,Wolves,0-1,2:7 | 4:4 | 4:4,Wolves_ChoAi
1130622399501303812,ACT,TE,TE,0-2,3:5 | 3:5,TE_Drop
1132435124808318981,TE,DOU5,TE,1-0,5:3 | 4:4 | 4:4,TE_Drop
1132457901057638455,GW,FPX.ZQ,FPX.ZQ,0-2,3:5 | 2:6,FPX.ZQ_DongX
1132483048063893511,GG,WBG,WBG,0-2,3:5 | 2:7,WBG_Nle
1132802009524600856,ACT,MRC,MRC,1-1,5:3 | 4:4 | 2:6,MRC_HuaC
1132834685637885960,WBG,Wolves,Wolves,1-2,2:7 | 5:3 | 3:5,Wolves_xmx
1132868972339789845,FPX.ZQ,GG,GG,0-1,4:4 | 2:7 | 4:4,GG_xawm
1133173141944664117,TE,WBG,WBG,1-2,3:5 | 5:3 | 3:5,WBG_Guoker
1133208682759192592,Gr,DOU5,Gr,1-0,4:4 | 4:4 | 6:3,Gr_Jin
1133241891473588233,GW,ACT,ACT,0-1,4:4 | 3:5 | 4:4,ACT_Gougou
1135026867022069777,GG,TE,GG,2-0,4:4 | 5:3 | 7:2,GG_xawm
1135063803689435137,FPX.ZQ,Gr,Gr,1-2,1:8 | 8:1 | 2:7,Gr_Jin
1135097321658253313,GW,DOU5,DOU5,0-2,4:4 | 3:5 | 3:5,DOU5_ssa
1135390427415838757,GG,Gr,Gr,0-2,1:8 | 3:5,Gr_Jin
1135422764208881673,WBG,MRC,MRC,1-2,6:3 | 2:7 | 3:5,MRC_BaiLu
1135458481159012375,ACT,Wolves,Wolves,0-1,2:7 | 4:4 | 4:4,Wolves_ChoAi
1135758961341890563,WBG,GW,WBG,2-0,7:2 | 5:3,WBG_Nle
1135793862258720771,GG,Wolves,GG,1-0,7:2 | 4:4 | 4:4,GG_xawm
1135818893326024706,MRC,TE,MRC,2-0,7:2 | 7:2,MRC_BaiLu
1137625343705743392,GW,Gr,Gr,0-2,5:5 | 2:7 | 3:5,Gr_Jin
1137648399059779606,ACT,DOU5,DOU5,0-2,3:5 | 3:5,DOU5_Chen
1137680207600156690,MRC,Wolves,Wolves,0-2,4:4 | 2:6 | 3:5,Wolves_xmx
1137995307868487712,WBG,ACT,WBG,2-1,1:8 | 5:3 | 5:3,WBG_Nle
1138029285343232006,TE,GW,TE,2-0,6:3 | 4:4 | 5:3,TE_ppei
1138085171455590419,FPX.ZQ,Wolves,Wolves,0-2,3:5 | 4:4 | 2:7,Wolves_ChoAi
1138359010014003200,Gr,TE,Gr,2-0,6:3 | 6:2,Gr_Jin
1138391312443113510,MRC,GG,MRC,1-0,4:4 | 4:4 | 8:1,MRC_BaiLu
1138428098870509585,FPX.ZQ,DOU5,DOU5,0-1,2:7 | 4:4 | 4:4,DOU5_ssa
1139841104456187904,GW,Wolves,Wolves,0-2,3:5 | 3:5,Wolves_ChoAi
1139863313694326790,FPX.ZQ,MRC,MRC,0-2,3:6 | 3:6,MRC_BaiLu
1139887494343426051,GG,ACT,GG,2-0,7:2 | 6:3,GG_xawm
1140222141021552643,FPX.ZQ,WBG,FPX.ZQ,1-1,4:4 | 3:5 | 7:2,FPX.ZQ_stian
1140244565086699529,Gr,Wolves,Wolves,0-2,1:8 | 2:7,Wolves_ChoAi
1140267491634708520,GW,MRC,GW,2-0,7:2 | 5:3,GW_Littlie
1140594463194742790,DOU5,GG,DOU5,2-0,4:4 | 8:1 | 5:3,DOU5_Chen
1140629067748343861,ACT,Gr,Gr,1-2,3:5 | 7:2 | 2:7,Gr_heart
1140666030236893201,TE,Wolves,TE,2-1,5:3 | 2:7 | 7:2,TE_suda
1140954987001544710,DOU5,MRC,MRC,0-2,3:5 | 3:5,MRC_BaiLu
1140997069091110920,FPX.ZQ,ACT,FPX.ZQ,2-1,4:4 | 5:3 | 3:5 | 7:2,FPX.ZQ_Yuan
1141040255022923779,Gr,WBG,Gr,1-1,3:5 | 4:4 | 5:3 | 4:4,Gr_Jin
1145082643851771924,GG,TE,TE,1-1,4:4 | 4:4 | 5:3 | 4:4 | 3:5 | 4:4,TE_ppei
1145139144189542417,DOU5,FPX.ZQ,FPX.ZQ,2-3,7:2 | 3:6 | 2:7 | 5:3 | 3:5,FPX.ZQ_DongX
1145442592200065045,GG,FPX.ZQ,FPX.ZQ,1-3,3:5 | 5:3 | 3:5 | 4:4 | 3:5,FPX.ZQ_DongX
