match_id,team_a,team_b,date,winner,match_score,game_scores,mvp
1091667140607475718,Gr,TE,,Gr,1-1,3:5 | 4:4 | 7:2,9Jin.
1093464902283034629,DOU5,ACT,,DOU5,1-0,4:4 | 7:2 | 4:4,DOUSmhxm
1093499700116455447,GW,成都Wolves,,Wolves,0-2,3:6 | 4:4 | 1:8,Wolves_L8h
1093521776232628229,成都GG,FPX.ZQ,,FPX.ZQ,0-2,3:5 | 2:7,PPx.ZQ_
1093826761851928582,MRC,北京WBG,,MRC,2-0,5:3 | 8:1,MRC_BoiLu
1093859536721149958,Gr,GW,,Gr,1-0,7:2 | 4:4 | 4:4,
1093891186381291523,ACT,TE,,TE战队,1-2,1:8 | 6:2 | 3:5,TE_YangY
1094207772676849672,Gr,北京WBG,,北京WBG,1-1,6:3 | 4:4 | 2:7,WBG_nle
1094240431637528596,DOU5,TE,,DOU5,1-1,7:2 | 3:5 | 4:4,DOUSmhxm
1094272141368492050,成都GG,成都Wolves,,Wolves,0-1,4:4 | 4:4 | 2:7,a.WolvesL8h.
1096055119704752145,ACT,GW,,ACT,2-0,7:2 | 5:3,ACT_
1096086610438520885,成都GG,DOU5,,成都GG,1-1,6:3 | 4:4 | 3:5,GG_Qiu
1096117985194541064,北京WBG,成都Wolves,,北京WBG,1-1,6:3 | 4:4 | 3:5,WBG_Persica
1096436422621003792,Gr,DOU5,,Gr,2-1,6:3 | 2:6 | 6:3,
1096468278391341061,FPX.ZQ,GW,,GW战队,0-2,4:4 | 1:8 | 3:6,GW_ttzym
1096500769853538358,TE,MRC,,MRC,1-1,5:5 | 6:3 | 2:6,MRC_BoiLu
1096795889947639811,成都Wolves,Gr,,Wolves,2-0,5:3 | 5:3,JellyWolves
1096837697149861929,成都GG,北京WBG,,北京WBG,1-2,2:7 | 4:4 | 7:2 | 3:5,WBG_Mle
1096871202179252242,FPX.ZQ,MRC,,FPX.ZQ,1-1,4:4 | 3:5 | 6:2,FPX.ZQ_lin
1098293965898121240,MRC,成都Wolves,,Wolves,0-2,3:5 | 4:4 | 3:6,Wolves_xWX
1098326062209695779,北京WBG,ACT,,北京WBG,2-0,4:4 | 7:2 | 10:0,WBG_nle
1098370051295150089,FPX.ZQ,DOU5,,FPX.ZQ,1-0,4:4 | 4:4 | 4:4 | 5:3,FPX.ZQ_SSans
1098659136917209089,Gr,成都GG,,Gr,1-0,7:2 | 4:4 | 4:4,Gr_AK
1098691203168206866,MRC,GW,,MRC,1-1,4:4 | 3:5 | 6:2,MRC_Huac
1098727087612624950,TE,成都Wolves,,Wolves,0-2,4:4 | 3:6 | 3:5,Wolves_L8h
1099030982318620690,FPX.ZQ,北京WBG,,北京WBG,1-1,4:4 | 1:8 | 6:3,WBG_nle
1099066566126862345,成都GG,TE,,TE战队,0-2,4:4 | 3:5 | 3:5,maomTE
1099086103949869113,ACT,Gr,,ACT,2-0,8:1 | 7:2,ACT_9u
1099422271031738390,TE,DOU5,,TE战队,3-1,3:5 | 4:4 | 6:2 | 5:3 | 7:2,TEE_ppei
1099463910722895912,FPX.ZQ,成都GG,,成都GG,0-2,4:4 | 2:7 | 4:4 | 3:5,GG_xawm
1119076234620305414,成都Wolves,北京WBG,,Wolves,1-0,4:4 | 5:3 | 4:4,Wolves_487
1119108743271809026,成都GG,MRC,,MRC,1-2,5:3 | 2:7 | 3:5,MRC_BaiLu
1119145890410397730,Gr,FPX.ZQ,,Gr,2-0,7:2 | 4:4 | 5:3,Gr_Jin
1119444382060118017,DOU5,TE,,DOU5,1-1,7:2 | 5:5 | 3:5,DOUSmhxm
1119467854076313602,ACT,GW,,ACT,2-0,7:2 | 8:1,ACT
1119491270242205715,成都Wolves,MRC,,MRC,0-2,2:7 | 3:5,MRC_BaiLu
1119817262504607744,DOU5,FPX.ZQ,,DOU5,2-0,7:2 | 4:4 | 6:3,DOUSmhxm
1119841133960101896,北京WBG,成都GG,,北京WBG,2-0,5:3 | 5:3,WBG_PPersica
1119874583151771664,TE,ACT,,TE战队,2-0,5:3 | 4:4 | 5:3,DropTE
1120175351106895889,Gr,GW,,Gr,2-0,6:3 | 5:3,9Jin
1120208976437313544,成都Wolves,成都GG,,成都GG,0-1,4:4 | 3:5 | 4:4,GG_18
1120233595175174144,北京WBG,TE,,北京WBG,2-0,6:3 | 5:3,WBG_nle
1120557397037809718,MRC,DOU5,,MRC,2-1,8:1 | 2:7 | 8:1,MRC_BoiLu
1120589364530774040,Gr,ACT,,Gr,2-1,3:5 | 8:1 | 5:3,Gr_Red
1120612076293718054,FPX.ZQ,GW,,FPX.ZQ,2-0,5:3 | 5:3,FPX.ZQ_Yuan
1122048751464087585,Gr,MRC,,MRC,1-1,5:3 | 3:5 | 4:4 | 4:4,MRC_Nanako
1122082411071406102,北京WBG,FPX.ZQ,,FPX.ZQ,1-2,3:5 | 6:2 | 3:5,FPX.ZQ_lin
1122116427243847698,成都Wolves,DOU5,,Wolves,2-0,5:5 | 5:3 | 7:2,Wolves_487
1122411658966204417,ACT,成都GG,,成都GG,0-1,4:4 | 4:4 | 1:8,GG_xawm
1122435045066276867,MRC,FPX.ZQ,,MRC,2-0,8:1 | 8:1,MRC_BaiLu
1122468812140052500,成都Wolves,TE,,Wolves,2-0,7:2 | 4:4 | 6:3,Wolves_ChoAi
1122771431235518516,ACT,北京WBG,,北京WBG,0-2,3:5 | 3:5,WBG_Guoker
1122805026477047813,GW,TE,,GW战队,3-0,10:0 | 4:4 | 5:3 | 10:0,GW_Lancelot
1122827828456325122,Gr,成都GG,,Gr,2-0,7:2 | 5:3,Jin
1124637341081665553,DOU5,GW,,DOU5,2-0,4:4 | 7:2 | 8:1,DOUSmhxm
1124670408078917670,成都Wolves,FPX.ZQ,,Wolves,1-1,3:6 | 4:4 | 8:1,Wolves_L8h.
1124703071282135078,MRC,ACT,,MRC,1-0,4:4 | 4:4 | 5:3,MRC_BoiLu
1125008576576749574,TE,成都GG,,TE战队,2-0,5:3 | 4:4 | 7:2,maomTE
1125041647887843331,DOU5,Gr,,Gr,1-2,5:3 | 3:5 | 2:6,Gr_Jin
1125064724692598790,GW,北京WBG,,北京WBG,0-2,3:5 | 2:7,WBG_nle
1125370084029628423,成都Wolves,Gr,,Gr,0-2,2:7 | 3:6,Gr_Jin
1125395093589590020,MRC,北京WBG,,MRC,2-0,5:3 | 7:2,MRC_BoiLu
1125419574882205715,成都GG,GW,,成都GG,2-0,6:2 | 8:1,GG_Dixdd
1127236174290616327,DOU5,ACT,,DOU5,2-1,5:3 | 2:6 | 6:3,DOUSmhxm
1127269713657724928,FPX.ZQ,TE,,TE战队,0-1,4:4 | 1:8 | 4:4,TE_Eppei
1127293817066618880,北京WBG,Gr,,Gr,0-2,3:5 | 2:7,Gr_Jin
1127614363325169683,成都Wolves,GW,,Wolves,1-0,4:4 | 4:4 | 4:4 | 7:2,Wolves_ChoAi
1127637886885167202,TE,MRC,,TE战队,2-0,6:3 | 5:3,TE_ppei
1127672165004476466,成都GG,DOU5,,成都GG,2-1,5:3 | 2:7 | 5:3,GG_18
1127967538523668504,ACT,FPX.ZQ,,ACT,1-0,5:3,ACT_6zz
1128001683496894516,北京WBG,DOU5,,北京WBG,2-1,7:2 | 3:5 | 7:2,WBG_nle
1128025709549191188,MRC,GW,,MRC,2-0,5:3 | 5:3,MRC_BoiLu
1129831580047507463,成都Wolves,ACT,,ACT,1-1,5:3 | 1:8 | 4:4,ACT_z29
1129876544095780885,TE,Gr,,Gr,1-2,6:3 | 3:6 | 2:7,Gr_Jin
1129911470780317717,成都GG,FPX.ZQ,,成都GG,1-1,3:5 | 4:4 | 7:2,GG_xawm
1130214888693563400,DOU5,北京WBG,,北京WBG,0-1,4:4 | 4:4 | 4:4 | 2:6,WBG_Guoker
1130248741620547588,GW,成都GG,,成都GG,1-1,5:3 | 2:7 | 4:4,GG_18
1130283926052405254,TE,FPX.ZQ,,TE战队,1-1,6:3 | 3:5 | 4:4,TE_ppns
1130565237777367046,MRC,Gr,,MRC,2-0,7:2 | 5:3,MRC_BoiLu
1130599245355679751,DOU5,成都Wolves,,Wolves,0-1,2:7 | 4:4 | 4:4,Wolves_ChoAi
1130622399501303812,ACT,TE,,TE战队,0-2,3:5 | 3:5,DropTE
1132435124808318981,TE,DOU5,,TE战队,1-0,5:3 | 4:4 | 4:4,DropTE
1132457901057638455,GW,FPX.ZQ,,FPX.ZQ,0-2,3:5 | 2:6,FPX.ZQ_xbuon
1132483048063893511,成都GG,北京WBG,,北京WBG,0-2,3:5 | 2:7,WBG_nle
1132802009524600856,ACT,MRC,,MRC,1-1,5:3 | 4:4 | 2:6,MRC_HuaC
1132834685637885960,北京WBG,成都Wolves,,Wolves,1-2,2:7 | 5:3 | 3:5,Wolves_XWx.
1132868972339789845,FPX.ZQ,成都GG,,成都GG,0-1,4:4 | 2:7 | 4:4,GG_xawm
1133173141944664117,TE,北京WBG,,北京WBG,1-2,3:5 | 5:3 | 3:5,WBG_Guoker.
1133208682759192592,Gr,DOU5,,Gr,1-0,4:4 | 4:4 | 6:3,Gr_Jin
1133241891473588233,GW,ACT,,ACT,0-1,4:4 | 3:5 | 4:4,ACT_Gougou
1135026867022069777,成都GG,TE,,成都GG,2-0,4:4 | 5:3 | 7:2,GG_xawm
1135063803689435137,FPX.ZQ,Gr,,Gr,1-2,1:8 | 8:1 | 2:7,rig
1135097321658253313,GW,DOU5,,DOU5,0-2,4:4 | 3:5 | 3:5,DOUSDSS
1135390427415838757,成都GG,Gr,,Gr,0-2,1:8 | 3:5,Gr_Jin
1135422764208881673,北京WBG,MRC,,MRC,1-2,6:3 | 2:7 | 3:5,MRC
1135458481159012375,ACT,成都Wolves,,Wolves,0-1,2:7 | 4:4 | 4:4,Wolves_ChoAi
1135758961341890563,北京WBG,GW,,北京WBG,2-0,7:2 | 5:3,WBG_nle
1135793862258720771,成都GG,成都Wolves,,成都GG,1-0,7:2 | 4:4 | 4:4,GG_xawm
1135818893326024706,MRC,TE,,MRC,2-0,7:2 | 7:2,MRC_Boilu
1137625343705743392,GW,Gr,,Gr,0-2,5:5 | 2:7 | 3:5,Gr_Jin
1137648399059779606,ACT,DOU5,,DOU5,0-2,3:5 | 3:5,DOUSChen1.
1137680207600156690,MRC,成都Wolves,,Wolves,0-2,4:4 | 2:6 | 3:5,Wolves_XWx.
1137995307868487712,北京WBG,ACT,,北京WBG,2-1,1:8 | 5:3 | 5:3,WBG_nle
1138029285343232006,TE,GW,,TE战队,2-0,6:3 | 4:4 | 5:3,TE_ppei
1138085171455590419,FPX.ZQ,成都Wolves,,Wolves,0-2,3:5 | 4:4 | 2:7,Wolves_ChoAi
1138359010014003200,Gr,TE,,Gr,2-0,6:3 | 6:2,Gr_Jin
1138391312443113510,MRC,成都GG,,MRC,1-0,4:4 | 4:4 | 8:1,MRC_BaiLu
1138428098870509585,FPX.ZQ,DOU5,,DOU5,0-1,2:7 | 4:4 | 4:4,DOUSDSS
1139841104456187904,GW,成都Wolves,,Wolves,0-2,3:5 | 3:5,Wolves_ChoAi
1139863313694326790,FPX.ZQ,MRC,,MRC,0-2,3:6 | 3:6,MRC_BaiLu
1139887494343426051,成都GG,ACT,,成都GG,2-0,7:2 | 6:3,GG_xawm
1140222141021552643,FPX.ZQ,北京WBG,,FPX.ZQ,1-1,4:4 | 3:5 | 7:2,FPX.ZQ_stian
1140244565086699529,Gr,成都Wolves,,Wolves,0-2,1:8 | 2:7,Wolves_ChoAi
1140267491634708520,GW,MRC,,GW战队,2-0,7:2 | 5:3,GW_Littlie
1140594463194742790,DOU5,成都GG,,DOU5,2-0,4:4 | 8:1 | 5:3,DOUSChen
1140629067748343861,ACT,Gr,,Gr,1-2,3:5 | 7:2 | 2:7,Gr_heart
1140666030236893201,TE,成都Wolves,,TE战队,2-1,5:3 | 2:7 | 7:2,TE_suda
1140954987001544710,DOU5,MRC,,MRC,0-2,3:5 | 3:5,MRC_BoiLu
1140997069091110920,FPX.ZQ,ACT,,FPX.ZQ,2-1,4:4 | 5:3 | 3:5 | 7:2,FPX.ZQ_Yuan
1141040255022923779,Gr,北京WBG,,Gr,1-1,3:5 | 4:4 | 5:3 | 4:4,Gr_Jin
1145082643851771924,成都GG,TE,,TE战队,1-1,4:4 | 4:4 | 5:3 | 4:4 | 3:5 | 4:4,TE_ppei
1145139144189542417,DOU5,FPX.ZQ,,FPX.ZQ,2-3,7:2 | 3:6 | 2:7 | 5:3 | 3:5,FPX.ZQ_Dongx
1145442592200065045,成都GG,FPX.ZQ,,FPX.ZQ,1-3,3:5 | 5:3 | 3:5 | 4:4 | 3:5,XGUoOFPX.ZQ
